app,review,score
Shopee,BEKUKAN aja terus,1
Shopee,kurang suka belanja di shopee karena lelet,1
Shopee,bagus sih sayangnya saya g bisa pake paylater,5
Shopee,kuri cepat dan ramah,5
Shopee,"pelayanan sangat memuaskan, waktu yang dibutuhkan untuk menyelesaikan masalah cukup cepat hanya 3 hari sudah selesai",5
Shopee,sangat puas dengan kinerja nya,5
Shopee,bagus barangnya asli ori,5
Shopee,keluar mulu👎,1
Shopee,"bagus, memudahkan berbelanja online, sangant mudah",5
Shopee,Tolong untuk shopee seller bisu dan buta ditutup saja seperti Toko mall PAHLAWAN BERSIH GOWOSH yang ngak pernah jawab chat pembeli.,1
Shopee,"ongkir murah meriah bahkan gratis, sesuaikan dengan seberapa mendesak kebutuhan masing-masing pembeli. banyak pilihan kurir lengkap tersedia.",5
Shopee,selama saya pakai shopee banyak promonya banyak gratis ongkirnya nggak nunggu tanggal kembar bulan kembar always promo dan gratis ongkir sukses selalu shopee,5
Shopee,mantep lah,5
Shopee,Naiss,5
Shopee,"mantap, packing nya oke.toko rekomended...",5
Shopee,"SPX gak layak pakai, 10 Kali pengiriman 10 kali gagal Kurir apaan? Padahal kurir langsung dari Shopee semenjak J&T ga dipake shopee semua pesanan lambat ngaret",1
Shopee,aq sll belanja online hanya di shopee..terpercaya sama shopee,5
Shopee,mempermudah klu beli barang,5
Shopee,"saya minta bantuan pihak shopee agar bisa mengembalikan barang yg rusak karena uangnya sudah di pihak penjualan, tapi knpa responnya lama sekali?malah menawarkan segala voucher, maaf saya kasih rating segini dulu buat apk shopee",1
Shopee,"Aplikasinya bagus kok, gaada masalah setiap mau beli apa-apa. Cuman nih setiap mau buka platform lain, pasti iklan shopee tuh kalau salah pencet sekecil apapun aja langsung diarahin ke aplikasinya langsung. Maksudku kayak, menganggu banget sumpah deh, kalo aku beli juga beli kok. Jangan malah bilang kalo aku takut ketinggalan produk yang baru di launching atau gmn. Tapi inget dong kenyamanan yang lain. Pasti yang ngerasa sebel ngga aku aja? Yang lain pasti sebel karna aplikasinya kebuka sendiri.",4
Shopee,pengalaman saya belanja online. selalu dimudahkan belanja shopee..,5
Shopee,saya senang menggunakan shopee,5
Shopee,aplikasi shopee ini sangat membantu karena bisa belanja sambil rebahan,5
Shopee,Lambat banget menurut aku estimasi nya tolong dipercepat,4
Shopee,sangat membantu shopee ya,5
Shopee,😒,5
Shopee,"Sangat kecewa dengan penanganan pengembalian dana di Shopee. Proses retur berjalan sangat lama karena tracking paket sempat stuck berhari-hari tanpa kejelasan. Setelah itu status tiba-tiba berubah menjadi “barang sampai tujuan” tanpa update yang jelas dari ekspedisi. Saya sudah berkali-kali menghubungi CS, namun jawaban yang diberikan terus berubah dan hanya diminta menunggu tanpa kepastian. Estimasi penyelesaian juga terus mundur, padahal dana hampir Rp2 juta tertahan cukup lama. Sebagai pembel",1
Shopee,"harga yang terpampang suka menipu ya, pas mau cek out ternyata lebih mahal. dan jika co dilive lebih murah harganya sekian sudah effort buka live ternyata bohong tidak ada lebih murah. ghosting itu penipuan",1
Shopee,"sering kecewa & geram dgn oknum' kurir shopee yg mengembalikan pesanan ke penjual dgn pemberitahuan pembeli yg mengembalikan. pdhl seharian ditunggu gak ada kurir yg konfirmasi atau dtng kerumah. tadinya aku kira hanya sya ternyata bnyk yg mengalami hal serupa. hrusnya ada pihak dari shopee yg konfirmasi pesanan udh sampai atau blom sperti Tik tok . KLO brang dikembalikan ke penjual otomatis yg rugi penjual BKN pembeli. kasihan pihak Shopee lama"" pelanggannya PD pergi",4
Shopee,"aplikasinya bagus, cuma di bidang pengiriman masih jauh dari aplikasi sebelah yang seharusnya 3-5 hari, jadi 14 hari lebih baru sampe. jujur kecewa tpi gua kasih ttap bintang 5",5
Shopee,mantul pokoknya 👍,5
Shopee,"Belanja di shopee sdh pasti sangat memuas kan. banyak pilihan dan di jamin keaslian nya,serta gratis ongkir pasti nya 🩷U shopeeee",5
Shopee,"di shopee semakin banyak seller yg gk amanah,barang tidak ada masih dipajang di etalase.ketika dibeli seller tidak mau membatalkan,tpi pembeli harus menunggu lama sampai dibatalkan sistem.jika dibiarkan akan sangat merugikan pihak shopee kedepannya.",3
Shopee,mau coba pake Shopee mudah mudahan bermanfaat,5
Shopee,"saya mohon shopee melakukan penyaringan terhadap toko² yg tidak amanah, makin kesini makin banyak pelanggan yg kecewa. barang yg dipesan tidak sesuai dengan deskripsi tokonya. jika seperti ini terus, pembeli akan pindah ke marketplace lain. saya pun jadi ragu untuk belanja di shopee, walaupun rating tokonya bintang 4/5",2
Shopee,pengiriman kadang lama,3
Shopee,cukup membantu pembelian product,5
Shopee,Banyak bug!!!!,1
Shopee,shopee indonesia barang bagus yg pasti barang palsu terpantau dan Tidak masuk klw bisa jgn sampe masuk kedalam shopee indonesia agar konsumen lebih yakin dan puas belanja,5
Shopee,fiturnya mudah dipahami,5
Shopee,Nggak banyak kata pokoknya BEST lahhhh,5
Shopee,"makin kesini,makin hancur gini paket saya kebanyakan stuck tidak terkirim2 tolonglah di perbaiki untuk jasa kirimnya",1
Shopee,𝒎𝒂𝒏𝒕𝒂𝒑,4
Shopee,"pengiriman ke kalimantan sangat lama 15 hari lebih belum sampai hebat,voucher kompensasi keterlambatan juga tidak berguna karena ada syarat minumun belanja ini gada bedanya dengan voucher biasa dan itu pun hanya 10rb. sudah pengiriman lama terus kalo kurir salah kirim amat harus nunggu pengembalian dana 4 hari lebih mantap lah.",1
Shopee,"app pengganggu, iklan dmn² maksa lg iklan nya lama pula sangat sangat mengganggu kenyamanan saat menggunakan smartphone bkn nya jd pengen blanja gr2 liat iklan sope malah makin kesel dgn iklan yg ada dmn² d setiap app lain",1
Shopee,menyenangkan dan memudahkan,4
Shopee,cepat dan aman paketan nya,5
Shopee,admin naek mulu😹😹😹,1
Shopee,shope tanggung jwb enak untuk blj,5
Shopee,Mantap pelayanannya..👍,5
Shopee,wah keren (òωó)👍 banget aku Do'ain semoga cepat update terus biar ada gratis 5000000,5
Shopee,"aplikasi shopee benar"" sangat membantu dlm berbelanja online, saya sangat senang & puas belanja di shopee, harga murah & banyak diskonnya, serta ongkir yg murah,,, terimakasih shopee",5
Shopee,selalu amanah tempat belanja yg mudah dan amanah,5
Shopee,harga dan barang yg ditampilkan kadang beda saat mau dicekout kalau tidak teliti jadi nya salah beli,5
Shopee,"Aplikasi udah ga memuat, sekarang masalah di update flash sale pula, tiap aktifin flash sale, udah setting 10 pcs barang, udah sesuai semua dan di simpan, hasilnya cuma tersimpan 3 atau 5 doang, berulang kali nambah percuma aja, aplikasinya tetep ga load, pas di coba lagi ada 1 kali berhasil save 20 barang tapi setelah percobaan hampir 10 kali cuma sukses 1 doang, beneran kacau sistemnya, udah bener bener berat, beneran mau bangkrut apa shopee nih? sampai upgrade program aja udah ga sanggup",1
Shopee,pengiriman lambat dan terkadang bermasalah.notifikasi pengiriman telat dan tidak mencantumkan info kurir pengiriman terakhir ke tempat tujuan.untuk harga dan promo sudah mantap.,2
Shopee,"bayar ndak pernah telat tapi susuh sekali sekarang pinjam,selalu di tolak nunggu lagi sebulan, ditolak lagi😁😁",1
Shopee,mambantu saya,5
Shopee,Aplikasinya bagus banget,5
Shopee,"Tolong ketika pertama kali buka aplikasinya ke beranda saja tabnya, jangan ke tab video, kadang aplikasi ini agak lemot kalau uda terbuka video live atau review produk gitu. Ya saya mengerti user sekarang suka melihat video pendek, tapi ketika buka aplikasi, jadinya langsung bising dengar suara orang-orang live dan video review orang. User install aplikasi ini alasan pertama itu untuk belanja, lihat katalog produk, bukan tiba-tiba langsung muncul video live atau review produk random",1
Shopee,shopee is yang terbaik. keren. mudah refund. banyak diskon,5
Shopee,terimskasih,5
Shopee,sangat ramah dan tepat waktu aplikasi yng mantul,5
Shopee,banyak promo nya,5
Shopee,"banyak bonusnya, pengembalian dana sangat cepat jika terjadi sesuatu, cuma kalo flash sale seperti 5.5 iPhone jangan berharap....baru teng udah abis....well overall good",5
Shopee,aplikasi yg membantu banget dalam segala kebutuhan🤩,5
Shopee,sangat mudah berbelanja di shopee on line 👍👍👍,5
Shopee,bermanfaat di saat males buat cari di offline,5
Shopee,aplikasi shopee memudahkan saya untuk belanja barang semua jenis,4
Shopee,"Basreng ikan depan SI muantap, kerasa banget ikannya Cibuan gede gede lagi",5
Shopee,"habis di perbaharui bagian notifikasi bentuknya jadi ga jelas, bagusan yg sebelum diperbaharui. Tolong dikembalikan seperti dulu",1
Shopee,"di perhatian lagi dong hub nya paket 2x balik ke gudang, saya samperin ke gudang jam 11 malem ternyata paket gak ada katanya masih sama kurir, saya tungguin kurir nya sampe jam setengah 1 pagi gak dateng ternyata paket udah dari awal di gudang bikin cape nunggu aja",1
Shopee,sangat membantu kebutuhan saya,5
Shopee,kenapa force close mulu dah,1
Shopee,"sistem apps tdk mengakomodir kebutuhan user, ada fasilitas malah gak dianggap/dipedulikan, user serius tp dibiarin, 1 bintang buat apps anda",1
Shopee,Sejauh ini masih ok dan terbukti tmpat belanja favorit..,5
Shopee,sudah bayar tpi tidak ada pemberitahuan..uangg harus nunggu 2 hari untuk pengembalian..lemott,1
Shopee,sekarang pengiraman shopee lambat tidak seperti tahun lalu skarang pesanan nyangkut di bekasi aja hampir 3hari,4
Shopee,"Bagus sih, tapi seringkali barang yg dikirim tidak sesuai atau sebagus yg ada di video atau gambar iklan sellernya, jadi kadang mau beli juga banyak ragunya",5
Shopee,sebener nya suka bgttt sama shopee tapi ada hal yg bikin kesel.yaitu ketika membuka apk apa gitu kaya nntn atau baca novel pasti iklan nya tuh muncul bbrp kali bgt sampai mau ngetik judul nya juga susah karna harus di back trs,3
Shopee,tolong kasih mode gelapnya,3
Shopee,"ga ada spesialnya sama sekali buat pelanggan tetap, cuih",2
Shopee,terlalu mahal untuk biaya penanganan nya. ongkirnya sih murah tapi dikasih biaya penanganan nya tambah tinggi,3
Shopee,agak lama tp ga pp lh yg penting brng slmt sampai,5
Shopee,kasih bintang 5,5
Shopee,paket 6 yangkut di dc bekasi semua dulu ada jnt mending jnt timbang spx,3
Shopee,mantp,5
Shopee,hanya kehabisan kata kata.... shopee memang luar biasa.... thanks shopee....dan josss pokoknya....,5
Shopee,bagus murah murah,5
Shopee,shopee ok banget,5
Shopee,pengiriman lambat suka di undur-undur waktu pengirimannya 👎,1
Shopee,"sering bngt ketemu toko yg naikin harga seenakny , padahal sudah di CO . trus di cancle bis tu tiba2 hargany naik 😅 . toko oyeng emang beda 🤣 .",3
Shopee,shopee sangat mudah di pakai barang2 pun murah di penjualan,5
Shopee,tidak bisa COD atau membuat pesanan saya kecewa sama Shopee,2
Shopee,setiap belanja di shopee kenapa ya ekspedisinya lelet² semua sellernya gercep kirim eh kurirnya lelet banget masih satu kota saja sampe 3-4 hr beda sama aplikasi lain,4
Shopee,aplikasi nya bagus murah meriah tapi pas saya mau check out barang itu tidak bisa cod,5
Shopee,"sekarang"" knapaa yah, pesenan selalu membatalkan sendiri oleh sistem 🤦",5
Shopee,"pengiriman 9 hari,apaan itu.rame2 pindah ke Tokopedia aja udah,cpet 2 hari antar pulau",1
Shopee,"Mau bayar shopee paylater gmana.. D buka aja susah,, sedang dlm perbaikan kembalj k layar utama,, jngn salahin telat bayar ya",4
Shopee,belanja disini sering dpt diskon dr shopee dan gratis ongkir klu pandai2 belanjanya akan dpt barang bgs dan murah apa lg klu belanja di live nya....,5
Shopee,kenapa shoppe tidak bikin ----->>>shopee bike <<<<<--‐--‐---...kan semakin ramai order pasti lebih banyak peminat.jangan andalkan shoope food.tambahkan shopi bike.pasti lebih banyak peminat...ayoo....sopi sdh keren tambah shopee bike dong .,5
Shopee,sangat bagus untuk memesan barang-barang dengan muda,5
Shopee,belanja jadi lebih mudah,5
Shopee,cool....,5
Shopee,iklan lu kok meresahkan sekaliiiiiiiii,1
Shopee,"Aplikasi terpaksa saya hapus, gak kuat handphone gue🤦‍♂",5
Shopee,"saya heran knapa shoope makin kesini smakin menurun dr notifikasi,pelayanan hingga jasa pengiriman saya pesan paket dr tgl.29 april hingga sekarang belum sampai,tolong di perbaiki sistem nya",4
Shopee,"sistem pengembalian barang nya gak propesional..gak bisa menganalisa mana yg benarana yg salah apa lagi pas belanja barang mahal..pengembalian malah di tolak..emang sangat merugikan pihak yg tidak salah.jika sistem ini tidak di perbaiki dan perekrutan kurir harusnya bisa menganalisa lebih baik sleksi kurir,karna ada oknum kurir sebagai maling tapi sama pihak apps nya malah di bela dan pihak apps gak bisa ngasih data kurir yg terbukti maling",1
Shopee,mantep lah buat xhopie,5
Shopee,kenapa sih shopee saya tidak muncul gambarnya,4
Shopee,ah paketan aku hilang... kurir nggak konfirmasi lewat wa atau telepon.... main taruh² aja barangnya.... jadi males beli di Shopee lagi... paketan hilang suruh bayar paylater.... barang ghoib,1
Shopee,aku hapus semua masa aku beli roter peejanjian sama pembeli kalo bahasa nya aku gak ngerti hurufnya kan beda sms huruf sehari hari kita orang indonesia.barang di kembalikan sama penjual duit tak balik hapuslah semua aplikasi buat apa ada menu di kembalikan tu barang tapi duit tak balik.,1
Shopee,BAGUSSS ✌🏽😆,5
Shopee,"kadang lain dipesan lain yg dikrim, tolong jangan tdk sesuai di postingannya.",2
Shopee,sangat puaaaas👍,5
Shopee,pelit,1
Shopee,Ok ok,5
Shopee,"sumpah senang banget belanja di shopee karena sejauh ini cuma Shopee yg memberikan pelayanan yang memuaskan..barang tiba di tujuan sesuai estimasi,harga harganya masuk akal,kurirnya baik,barangnya lengkap,bahkan pengembalian dana pun kalau kita ajukan cepet banget prosesnya.. terimakasih Shopee",5
Shopee,siuuuuuuu aplikasi paling bagus sumpah demi Tuhan,5
Shopee,paket lumayan cepat di antar kurir nya ramah tpi minus nya kadang paket stuck disitu² saja saya bingung ini tetap jalan kan? pdhl estimasi sdh dekat,5
Shopee,Keren sangat Membantu,5
Shopee,"Tolong sesuaikan dengan estimasi yah kakak, soalnya kadang barang dtang tpi lagi gk di rumah akunya. Jngan kecepatan paketnya datang. Dan buat kurirnya terkdang kita udh capek² nunggu di dpan indomaret gk dtang², di tlpon jg malah ditolak dngan alasan lgi antar pesanan.. Kan bisa yah menepi snbntar utk jwab tlponnya. Dan lgian batas paket maksimal 3 hari, kok bisa baru smpai paketnya lngsung mau di retut kak, krn chat gk direspon. Kan kita sbgai IRT gk 24 jam pgang hp kak. Tolong dong diperbaiki",4
Shopee,pelayanan Shopee emang joss,5
Shopee,yang tidak suka di shopee pengirimannya super lelet kadang paket di bawa muter² oleh pihak ekspedisi 🥱 tolong di perbaiki,1
Shopee,Bermanfaatlah sangat. Far Better than si Ijo sebelah.,5
Shopee,keren z,5
Shopee,sangat membantu dalam berbelanja secara online,5
Shopee,"tolong pihak Shopee kenapa ya mau konfirmasi sama CS lama bngt, udh cek jaringan tapi masih lama ga masuk2 chat saya",4
Shopee,"shopee ini kenapa si, lg maen game kayak maksa bgt iklan, lg baca novel tiba"" iklan sndri, stress",1
Shopee,"sekarang shopee food kurang bagus, krn setiap kita pesan tampilan belum respon restoran dan lama responnya hingg customer bisa mencancel dan juga bisa merugikan driver shopee food",2
Shopee,iklannya ganggu,1
Shopee,"apk nya bagus, cuman, klau kurir shopee, lama bgt, biasanyaa ibu akh milih kurir yg lain, tpi akh cukup memuaskan untuk barang barang yg sudah ku pesan selama ini, maaf bgt untuk shopee karena aku kasih bintang 4🙏🏻",4
Shopee,"makin lama pengirimanya, kenapa?",5
Shopee,good market place,5
Shopee,bagus dan berguna untuk meringankan kan aktifitas,5
Shopee,"Semakin lama semakim BURUK pelayanan Shoope, karna SPX MARISA POHUWATO banyak masalah,paket kadang di retur secara sepihak, pengiriman terlambat dari estimasi yang seharusnya. tidak ada konfirmasi kurir SPX MARISA di WA. pokoknya SPX Marisa kalian sungguh luar biasa buruk pelayannan nya, ADMIN kadang Hanya Bisa terus berjanji,menunda2 paket sampai beberapa hari..saya sudah 5 kali datang langsung ke gudang tapi hasilnya nihil.bayangkan 25 menit jarak rumah saya ke gudang SPX Marisa loh.",1
Shopee,keren dan sangatt bagus dr pada yang lain nya,5
Shopee,"Sangat ribetttttt dikit dikit pelanggaran, masa cuman salah naro urutan foto langsung perangkat diblokir, mana ga bisa dipulihkan pula. sangat menyusahkan",1
Shopee,"mantap gak kaleng""",5
Shopee,"barang ga jalan"",udah 2 hari di Bekasi dan banyak yang mengalami nya",1
Shopee,bisa belanja,5
Shopee,datangnya sekarang lambat lambat,4
Shopee,"Sangat buruk dan mengecewakan! SPX Express benar-benar tidak profesional. Status ditulis “sedang diantar”, tapi kurir tidak pernah muncul sama sekali. Ini sudah terjadi lebih dari sekali. Yang paling parah, paket saya tidak pernah diterima, tapi malah ditulis “ditolak pembeli”. Ini jelas bohong dan sangat merugikan! Akhirnya paket diretur tanpa pernah sampai ke tangan saya. Ini bukan sekadar kesalahan, tapi kelalaian serius yang tidak bisa ditoleransi.",1
Shopee,"login harus ferifikasi wajah padahal sudah lewat email kirim kode otp lewat no hp kurang apa coba , orang mau beli bos bukan mau utang ,seenaknya minta gambar wajah org lg kayak aparat hukum aja ,",1
Shopee,"Shopee kok ngelag banget belakangan ini ya, terus paket saya dari kemarin statusnya dikemas terus(udah 3hari)",2
Shopee,pesanan sesuai dan pengiriman baik,5
Shopee,top markotop pkoknya MH.,5
Shopee,tempat penipu bersemayam,1
Shopee,Alhamdulillah terbantu sekali,5
Shopee,banyak penjual licik/ penipuan lewat shopi barang tdk lengkap n sesuai ...sudah saya retur tpi di tolak sama penjual maksa suruh beli prodak yg tdk sesuai...setelah ajukan banding tdk di menang kan oleh pihak shopi...jdi sekarang uda trauma blanja2 lewat shopi klo tdk bisa retur,1
Shopee,bertahun tahun saya penguna aplikasi shopee tidak pernah kecewa dengan produk . Semoga penjual di aplikasi ini selalu amanah menjaga kepuasan pelanggan,5
Shopee,"USULAN FITUR: LIVE TRANSLASI OTOMATIS Seller bicara Bahasa Indonesia, penonton luar negeri dengar langsung Bahasa Inggris atau bahasa setempat secara Real-Time. Suara tetap mirip suara asli, gerakan bibir natural, tanpa edit ulang. Agar produk Indonesia bisa laku mancanegara dengan mudah.   FEATURE REQUEST: REAL-TIME LIVE TRANSLATION Seller speaks Indonesian, viewers hear instantly in English or local language. Voice remains similar, lip movement natural, no editing needed. Helps sellers",4
Shopee,paket nyangkut terus di bekasi udah berhari hari mana ni tanggung jawabnya sebagai perusahaan bsar masak liat keluhan customer prihal paket stuck gada tindakan ambil tindakan minimal jangan diem aja kerja pegawai Shopee yg di kantor ngapain? makan gaji buta? kerja yg betul paket kami pada stuck di dc semua ini aduh Shopee Shopee bikin kecewa aja udah pindah aja ke Tokopedia aja sama tiktok gausah ke Shopee lama banget harusnya 5 hari jadi sebulan baru sampe,1
Shopee,mantab barang sampai dengan selamat,5
Shopee,"tolong deh sy udah lansia , aplikasi diminta update , sblm sy pk yg shope late , pesanan blm bisa di back up bgm sih , bantu sy",3
Shopee,Harga lebih murah dan mohon untuk jaga kualitasnya maka orang akan percaya,5
Shopee,respon cepat barang byk yg sesuai deskripsi,5
Shopee,belanja di shopee ga ribet mudah dan lebih murah,5
Shopee,"Tukar koin pakai berlian di gemes gak masuk, mana udah banyak berkurangnya",5
Shopee,"fitur pesanan diterima di hapus, jadi numpuk di riwayat pesanan, bikin bingung jadi suka lupa kalo pesenan udah di terima apa belum, tolong kembalikan fitur lama ini",1
Shopee,sangat Mebantu dalam pencarian barang yg tdak ada di daerah tertentu,5
Shopee,Makin mantapp,5
Shopee,bagus dan... apa yaaa pokoknya bagus banget dehhh,5
Shopee,aplikasi yang menyenangkan untuk belanja kebutuhan sehari - hari,5
Shopee,"barang sesuai, pengiriman cepat",5
Shopee,barang baguss sesuai di gambar,5
Shopee,"Berat banget aplikasinya, tolong lebih di optimalkan lagi. saya ingin kembali ke shopee, gamau lama di lazada, kalau bukan karna berat appnya saya stay terus di shopee",5
Shopee,eror trs,1
Shopee,"CS shopee ny tolol bgt sih. Bisa nyari karyawan yg bener gk? Suka berbelit-belit. Udh aplikasinya bnyk bug. Komplain ke CS, ehh CS ny tolol bgt kya gk bisa kerja. Giliran minta potongan ke penjual cepet bgt. Keluhan penjual direspon lama bgt.",1
Shopee,keren dan bagus,5
Shopee,puasss bangett,5
Shopee,sangat membantu dengan harga terjangkau barang berkualitas baik,5
Shopee,"Mempermudah berbelanja disini, mudah mudahan barang nya amanah dan sesuai keinginan. salam sukses selalu.",5
Shopee,shopee terbaik 😘,5
Shopee,ok juga,5
Shopee,silahkan belanja di shopee amanah menguntungkan dan hemat,5
Shopee,alasan saya males pesen di shopee food adalah karena ojol nya banyak yang gak beres mulai dari nyuruh saya cari kembalian sendiri atau ngajak debat gajelas kalo dapet driver yang kek di gojek di aplikasi ini rasanya dah kek Nemu harta Karun saya gak bilang semua driver nya kek gitu tapi 8 dari sepuluh orang yang nganterin orderan saya begitu semua paling sering nyuruh cari kembalian sendiri kalo saya punya waktu untuk cari keliling cari kembalian mending saya keliling cari makan sekalian,1
Shopee,Shope mantap,5
Shopee,jasa kirim spx standard nya sering stuck info pengiriman 🙏,3
Shopee,"baru buka malah liat live , mau niat belanja malah jadi berat aplikasi loading akhirnya gak jadi belanja 😁 , fitur live jangan puter otomatis gak semua orang suka malah makin berat pas baru buka , izin uninstall sekian terimakasih terlah temenin saya 3tahun terkahir ini sampe punya shopee pay dan seabank",1
Shopee,"layanan shopee VIP nya suka bangett🥹🤍 pelayanan, voucher dll nya mantap pokoknya👍🏻",5
Shopee,sangat suka sekali,5
Shopee,"nyaman, barang juga sesuai dengan harga terjangkau",5
Shopee,GOOD APLIKASI,5
Shopee,the best deh pokoknya,5
Shopee,perbaikan lagi supaya makin bagus,5
Shopee,seruuu apk nyaa,5
Shopee,sopie pelayanan nya buruk. bener,1
Shopee,is Ok,5
Shopee,"sangat terbaik, berikan terus yang Terbaik",5
Shopee,"Subtotal ukuran khusus sangat tidak bijak bagi pelanggan setia shopee, masa barang yang beratnya hanya 3-5 kilo harus bayar Rp 300.000 + Ongkir lagi, sangat tidak puas dengan kebijakan shopee. STOP BELNJA BARANG YANG BERAT 3-10 KG DI SHOPEE🖐️",1
Shopee,"mau isi saldo aja gk bisa"" pembaruan sekarang makin ribet coba min kaya bias",2
Shopee,tolong hapus fitur yg ngk guna,1
Shopee,"aplikasi belanja online yg sangat memuaskan dan terpercaya,tolong di setiap pesanan yg telah selesai agar ada pengajuan pengembalian .",5
Shopee,mengutamakan kepuasan pelanggan membuat shoope semakin terpercaya,5
Shopee,"WOII TURUNIN BIAYA LAYANAN SHOPEEFOOD LAHH GILAAA, DULU CUMA 2K TERUS NAIK 3K ISOKE LAHH INII SEKARANG 5K ANJJ KIKIRR UDAH MAH PROMO MAKIN SINI MAKIN ANCURRR HOK CCCUHHH",1
Shopee,"kebanyakan penjualnya nipu, pesanan ga sesuai dengan deskripsi. kurirnya juga banyak yang rese, paketan dibikin rusak, hancur & dikembalikan dengan alasan pelanggan tidak mau terima barang, ga ada di tempat dll. ada juga penjual yang ga sopan bahasanya",2
Shopee,belanja di shopee praktis,5
Shopee,"akun logut tiba tiba, pas verif wajah malah ga cocok, aneh lu",1
Shopee,"tolong kalau pasang iklan di aplikasi apapun, pas iklan kalian muncul jangan langsung open aplikasi Shopee!!!! sangat menggangu!!!!",1
Shopee,akhir2 ini sering lambat dr estimasi,2
Shopee,"udh brthn thn lnganan online dishope wlw kdg jasa kirim telat dn da yg lelet,sejauh ni aman tko favorit qu slain di beli""dn akulaku sukses sllu shope",5
Shopee,baaik,5
Shopee,apaan.. mau untung gak mau rugi.. udah bayar tunggakan sampe bunga² nya. malah spaylater di non aktifkan,1
Shopee,masa di aplikasi lain muncul iklan ini terussss,1
Shopee,semua ada disini dapet pilih pilih produk d ribuan toki,5
Shopee,shoope memudahkan kita dalam berbelanja,5
Shopee,"shopee sekarang kenapa dibatasi untuk fitur cod cek dulu nya ?, saya mau belanja masa iya bayar duluan, klo barang sampai tidak sesuai apa ngga rugi saya",1
Shopee,"plis iklannya di kondisikan, capek aku setiap 3 detik selalu masuk aplikasi padahal juga gak pernah mencet, bukannya tertarik lama-lama jadi muak",1
Shopee,belanja puas sesuai dengan deskripsi,5
Shopee,"Kali ini saya kasih bintang 5 , cuma tolong jangan di persulit untuk Spinjam dan Spaylaternya , saya akan selalu bayar ko , plassss ya shoppee , thankyouu 🙏",5
Shopee,"MALES BANGET, IKLAN NYA MUNCUL TRUS DI PLATFORM SEBELAH baru juga mau baca udh MUNCUL IKLAN NYA. PDHL APA2 GUA JG JAJAN DI SHOPEE",1
Shopee,SHOPEE IKLAN LO GANGGU!,1
Shopee,saya sangat senang belanja online di sini.dan bisa menemukan benda yang sesuai dengan kebutuhan saya.,5
Shopee,"Aplikasi PALING LEMOT shopee🙃 padahal apk lain aman² aja, kalo abis buka shopee hp ikutan lemot buka aplikasi lain pun ikutan ngelag, kaya berat bgt ini aplikasi gatau apanya yg berat, ngeselin bgt kalo udh ngeklik produk atau fitur lain pun munculnya lama bgt jadi menguras emosi. Mobile Legend yg pake memory ssmpe GB² pun masih aman2 aja, ini SHOPEE LEMOT BGT! biaya admin gede, tolong dong performa nya, duit adminnya dipake buat benerin nih apk biar ga lemot!!",1
Shopee,"JEBAKAN PROMO voucher shopee, begitu transaksi berhasil pakai voucher promo barang tidak dikirim seller alasan stok habis padahal sebelumnya stok tersedia, dengan gampangnya menawarkan ganti type diatasnya yang harga jauh berlipat padahal type diatasnya itu saat promo harga hanya beda sedikit. tidak lama beerselang beberapa jam update lagi stok baeang tersedia, harusnya kalau seller salah sebagai pembeli bisa kasih rating jelek ke seller supaya tidak terjadi ditransaksi lainnya.",1
Shopee,kenapa sekarang sering sekali terjadi bug,4
Shopee,barang bagus mantap sesuai fi gambar,5
Shopee,setelah diperbarui kenapa live nya gak keluar.,4
Shopee,aplikasi nya lemott bgtt. klo di pake,4
Shopee,"gak jelas banget saya salah pesen, tapi gak bisa dibatalin padahal baru 10 detik",1
Shopee,"fitur ""coba pakai"" kalau gak salah untuk fashion sekarang kok nggak ada",5
Shopee,aplikasi yg membuat ku sering nabung buat bli barang ku mau,5
Shopee,pendaftaran kurir di beberapa hub.. dari pihak vendor memberi keringanan jika sim C off.. maka bisa menyusul.. tapi nyatanya hasil pendaftaran dan interview tidak lolos karena sim C off..,1
Shopee,"aplikasi apapun iklanya shopee terus, nggak diklik masuk juga keshopeee, shopee semengganggu itu ternyata.",1
Shopee,pengiriman pesanan sangat cepat,1
Shopee,b4bi iklan maksa bet ganggu,1
Shopee,Semua menjadi lebih mudah dan murah,5
Shopee,kurir nya tidak amanah sama konsumen sekarang bawa udah smpai tujuan GK di info kan orang yang order barang dan pesanan saya banyak yang di retur kurir tanpa pengetahuan sayang Yeng pembeli,1
Shopee,lagi lagi shopee mendukung penipu belanja barang ga dikirim kirim same day udah 2 hari masih suruh tunggu sama tipu tipu shopee shopee klo ga sanggup iinstan dan same day hapus aja dari pilihan pengiriman cm ngambil duitnya doang jasa same day ama instan barang berhari hari ga dikirim keterlaluan nyari untung hasil nipu alesan custyomer servise shopee sibuk mulu antre sampe putus antri seharian hila sesibbuk itukah shopee coba disini apa jawaban shopee knp sibuk antre sampe seharian,1
Shopee,"untuk kali ini gwe gak suka sama kurir yg egois atau kerja cuman nyari duwit doang,jadi gini gwe udah mesen paket dan udah saya tunggu selama 4 hari dan tulisan nya dishoope sudah diterima,tapi gwe belum merasa terima paket itu bahkan keluarga atau tetangga saya juga belum pernah megang paket saya,jadi yg saya pertanyakan kemanakah paket itu",1
Shopee,"aplikasinya sangat sangat bagus. cuman sering ada masalah pada saat ingin membeli barang, karna ga ada uang😌",5
Shopee,"Shopee keren,terpercaya",5
